,agent,avg_reward,std_reward,step,test_id
8662,iql,63.5,0.5,469255,-1
8663,iql,50.0,24.24871130596428,469455,-1
8664,iql,50.0,24.24871130596428,469655,-1
8665,iql,42.0,0.0,469697,-1
8666,iql,45.5,18.5,469788,-1
8667,iql,38.5,25.5,469865,-1
8668,iql,63.0,1.4142135623730951,470054,-1
8669,iql,61.666666666666664,3.299831645537222,470239,-1
8670,iql,54.5,9.5,470348,-1
8671,iql,52.0,16.97056274847714,470504,-1
8672,iql,50.0,24.24871130596428,470704,-1
8673,iql,50.0,24.24871130596428,470904,-1
8674,iql,50.666666666666664,18.856180831641264,471056,-1
8675,iql,51.0,0.0,471107,-1
8676,iql,61.333333333333336,3.7712361663282534,471291,-1
8677,iql,50.0,24.24871130596428,471491,-1
8678,iql,50.0,24.24871130596428,471691,-1
8679,iql,63.0,1.0,471817,-1
8680,iql,55.0,12.727922061357855,471982,-1
8681,iql,49.666666666666664,20.27039439401436,472131,-1
8682,iql,63.0,1.4142135623730951,472320,-1
8683,iql,43.5,20.5,472407,-1
8684,iql,15.0,0.0,472422,-1
8685,iql,52.0,0.0,472474,-1
8686,iql,55.5,8.5,472585,-1
8687,iql,50.0,24.24871130596428,472785,-1
8688,iql,50.0,24.24871130596428,472985,-1
8689,iql,50.0,24.24871130596428,473185,-1
8690,iql,49.75,24.681724007856502,473384,-1
8691,iql,50.0,24.24871130596428,473584,-1
8692,iql,49.666666666666664,20.27039439401436,473733,-1
8693,iql,50.0,24.24871130596428,473933,-1
8694,iql,58.666666666666664,7.542472332656507,474109,-1
8695,iql,45.5,18.5,474200,-1
8696,iql,50.0,24.24871130596428,474400,-1
8697,iql,49.0,0.0,474449,-1
8698,iql,55.0,12.727922061357855,474614,-1
8699,iql,50.0,24.24871130596428,474814,-1
8700,iql,50.0,24.24871130596428,475014,-1
8701,iql,50.0,24.24871130596428,475214,-1
8702,iql,50.0,24.24871130596428,475414,-1
8703,iql,50.333333333333336,19.327585352432298,475565,-1
8704,iql,50.0,24.24871130596428,475765,-1
8705,iql,45.666666666666664,25.927248643506744,475902,-1
8706,iql,57.666666666666664,8.9566858950296,476075,-1
8707,iql,61.0,3.0,476197,-1
8708,iql,52.666666666666664,16.027753706895076,476355,-1
8709,iql,50.0,24.24871130596428,476555,-1
8710,iql,38.0,0.0,476593,-1
8711,iql,50.0,24.24871130596428,476793,-1
8712,iql,50.0,24.24871130596428,476993,-1
8713,iql,38.0,0.0,477031,-1
8714,iql,50.0,24.24871130596428,477231,-1
8715,iql,59.666666666666664,6.128258770283412,477410,-1
8716,iql,56.333333333333336,10.842303978193728,477579,-1
8717,iql,47.333333333333336,23.570226039551585,477721,-1
8718,iql,50.0,24.24871130596428,477921,-1
8719,iql,50.0,24.24871130596428,478121,-1
8720,iql,46.0,0.0,478167,-1
8721,iql,61.0,4.242640687119285,478350,-1
8722,iql,35.0,0.0,478385,-1
8723,iql,56.0,0.0,478441,-1
8724,iql,50.0,24.24871130596428,478641,-1
8725,iql,50.0,24.24871130596428,478841,-1
8726,iql,37.0,27.0,478915,-1
8727,iql,50.0,24.24871130596428,479115,-1
8728,iql,50.0,24.24871130596428,479315,-1
8729,iql,49.0,25.98076211353316,479511,-1
8730,iql,37.5,26.5,479586,-1
8731,iql,50.0,24.24871130596428,479786,-1
8732,iql,62.666666666666664,1.8856180831641267,479974,-1
8733,iql,62.0,0.0,480036,-1
8734,iql,50.0,24.24871130596428,480236,-1
8735,iql,50.0,24.24871130596428,480436,-1
8736,iql,36.5,27.5,480509,-1
8737,iql,63.0,1.4142135623730951,480698,-1
8738,iql,55.5,8.5,480809,-1
8739,iql,50.0,24.24871130596428,481009,-1
8740,iql,50.0,14.0,481109,-1
8741,iql,46.666666666666664,24.513035081133644,481249,-1
8742,iql,50.0,24.24871130596428,481449,-1
8743,iql,62.5,1.5,481574,-1
8744,iql,54.333333333333336,13.67073110293992,481737,-1
8745,iql,50.0,24.24871130596428,481937,-1
8746,iql,51.333333333333336,17.913371790059205,482091,-1
8747,iql,50.0,24.24871130596428,482291,-1
8748,iql,50.0,24.24871130596428,482491,-1
8749,iql,39.0,0.0,482530,-1
8750,iql,50.0,24.24871130596428,482730,-1
8751,iql,50.0,24.24871130596428,482930,-1
8752,iql,50.0,24.24871130596428,483130,-1
8753,iql,27.0,0.0,483157,-1
8754,iql,33.5,30.5,483224,-1
8755,iql,50.0,0.0,483274,-1
8756,iql,50.0,24.24871130596428,483474,-1
8757,iql,50.0,24.24871130596428,483674,-1
8758,iql,53.5,10.5,483781,-1
8759,iql,29.0,0.0,483810,-1
8760,iql,28.0,0.0,483838,-1
8761,iql,39.5,24.5,483917,-1
8762,iql,50.0,24.24871130596428,484117,-1
8763,iql,50.0,24.24871130596428,484317,-1
8764,iql,58.0,6.0,484433,-1
8765,iql,59.0,7.0710678118654755,484610,-1
8766,iql,50.0,24.24871130596428,484810,-1
8767,iql,61.0,4.242640687119285,484993,-1
8768,iql,50.0,24.24871130596428,485193,-1
8769,iql,37.0,0.0,485230,-1
8770,iql,50.0,24.24871130596428,485430,-1
8771,iql,50.0,24.24871130596428,485630,-1
8772,iql,62.5,1.5,485755,-1
8773,iql,56.333333333333336,10.842303978193728,485924,-1
8774,iql,48.25,27.279800219209818,486117,-1
8775,iql,14.0,0.0,486131,-1
8776,iql,50.0,24.24871130596428,486331,-1
8777,iql,52.0,12.0,486435,-1
8778,iql,50.0,24.24871130596428,486635,-1
8779,iql,47.666666666666664,23.098821518760552,486778,-1
8780,iql,50.0,24.24871130596428,486978,-1
8781,iql,45.5,18.5,487069,-1
8782,iql,60.0,0.0,487129,-1
8783,iql,43.0,21.0,487215,-1
8784,iql,45.5,18.5,487306,-1
8785,iql,50.0,24.24871130596428,487506,-1
8786,iql,19.0,0.0,487525,-1
8787,iql,49.0,25.98076211353316,487721,-1
8788,iql,50.0,24.24871130596428,487921,-1
8789,iql,50.0,24.24871130596428,488121,-1
8790,iql,50.0,24.24871130596428,488321,-1
8791,iql,50.0,24.24871130596428,488521,-1
8792,iql,31.0,0.0,488552,-1
8793,iql,50.0,24.24871130596428,488752,-1
8794,iql,50.0,24.24871130596428,488952,-1
8795,iql,48.5,26.846787517317598,489146,-1
8796,iql,52.666666666666664,16.027753706895076,489304,-1
8797,iql,50.0,24.24871130596428,489504,-1
8798,iql,50.0,24.24871130596428,489704,-1
8799,iql,50.0,24.24871130596428,489904,-1
8800,iql,42.5,21.5,489989,-1
8801,iql,45.0,19.0,490079,-1
8802,iql,62.0,2.0,490203,-1
8803,iql,62.0,2.0,490327,-1
8804,iql,61.333333333333336,3.7712361663282534,490511,-1
8805,iql,33.0,31.0,490577,-1
8806,iql,50.0,24.24871130596428,490777,-1
8807,iql,58.666666666666664,7.542472332656507,490953,-1
8808,iql,39.5,24.5,491032,-1
8809,iql,47.5,16.5,491127,-1
8810,iql,50.0,24.24871130596428,491327,-1
8811,iql,50.0,24.24871130596428,491527,-1
8812,iql,55.0,12.727922061357855,491692,-1
8813,iql,29.0,0.0,491721,-1
8814,iql,52.5,11.5,491826,-1
8815,iql,50.0,24.24871130596428,492026,-1
8816,iql,44.333333333333336,27.81286672667087,492159,-1
8817,iql,50.0,24.24871130596428,492359,-1
8818,iql,50.0,24.24871130596428,492559,-1
8819,iql,63.0,1.4142135623730951,492748,-1
8820,iql,52.5,11.5,492853,-1
8821,iql,59.0,5.0,492971,-1
8822,iql,56.666666666666664,10.370899457402697,493141,-1
8823,iql,63.5,0.5,493268,-1
8824,iql,50.0,24.24871130596428,493468,-1
8825,iql,50.0,24.24871130596428,493668,-1
8826,iql,50.0,24.24871130596428,493868,-1
8827,iql,63.0,1.4142135623730951,494057,-1
8828,iql,57.0,7.0,494171,-1
8829,iql,60.0,5.656854249492381,494351,-1
8830,iql,50.0,24.24871130596428,494551,-1
8831,iql,50.0,24.24871130596428,494751,-1
8832,iql,34.5,29.5,494820,-1
8833,iql,50.0,24.24871130596428,495020,-1
8834,iql,58.333333333333336,8.013876853447538,495195,-1
8835,iql,59.666666666666664,6.128258770283412,495374,-1
8836,iql,63.333333333333336,0.9428090415820634,495564,-1
8837,iql,50.0,24.24871130596428,495764,-1
8838,iql,15.0,0.0,495779,-1
8839,iql,50.0,24.24871130596428,495979,-1
8840,iql,50.0,24.24871130596428,496179,-1
8841,iql,50.0,24.24871130596428,496379,-1
8842,iql,57.0,7.0,496493,-1
8843,iql,50.0,24.24871130596428,496693,-1
8844,iql,50.0,24.24871130596428,496893,-1
8845,iql,52.0,0.0,496945,-1
8846,iql,48.0,16.0,497041,-1
8847,iql,48.25,27.279800219209818,497234,-1
8848,iql,25.0,0.0,497259,-1
8849,iql,50.0,24.24871130596428,497459,-1
8850,iql,50.0,24.24871130596428,497659,-1
8851,iql,61.0,4.242640687119285,497842,-1
8852,iql,54.0,10.0,497950,-1
8853,iql,63.0,1.4142135623730951,498139,-1
8854,iql,52.0,12.0,498243,-1
8855,iql,50.0,24.24871130596428,498443,-1
8856,iql,62.666666666666664,1.8856180831641267,498631,-1
8857,iql,50.0,24.24871130596428,498831,-1
8858,iql,34.0,30.0,498899,-1
8859,iql,51.0,0.0,498950,-1
8860,iql,50.0,24.24871130596428,499150,-1
8861,iql,57.0,0.0,499207,-1
8862,iql,50.0,24.24871130596428,499407,-1
8863,iql,50.0,24.24871130596428,499607,-1
8864,iql,48.333333333333336,22.15601247717849,499752,-1
8865,iql,50.0,24.24871130596428,499952,-1
8866,iql,50.0,24.24871130596428,500152,-1
8867,iql,23.0,0.0,500175,-1
8868,iql,40.5,23.5,500256,-1
8869,iql,33.0,0.0,500289,-1
8870,iql,54.5,9.5,500398,-1
8871,iql,50.0,24.24871130596428,500598,-1
8872,iql,50.0,24.24871130596428,500798,-1
8873,iql,50.0,24.24871130596428,500998,-1
8874,iql,19.0,0.0,501017,-1
8875,iql,60.5,3.5,501138,-1
8876,iql,50.0,24.24871130596428,501338,-1
8877,iql,50.0,24.24871130596428,501538,-1
8878,iql,50.0,24.24871130596428,501738,-1
8879,iql,62.333333333333336,2.357022603955158,501925,-1
8880,iql,56.666666666666664,10.370899457402697,502095,-1
8881,iql,50.666666666666664,18.856180831641264,502247,-1
8882,iql,56.0,8.0,502359,-1
8883,iql,50.0,24.24871130596428,502559,-1
8884,iql,47.333333333333336,23.570226039551585,502701,-1
8885,iql,50.0,24.24871130596428,502901,-1
8886,iql,50.0,24.24871130596428,503101,-1
8887,iql,50.0,24.24871130596428,503301,-1
8888,iql,50.0,24.24871130596428,503501,-1
8889,iql,64.0,0.0,503629,-1
8890,iql,50.0,24.24871130596428,503829,-1
8891,iql,50.0,24.24871130596428,504029,-1
8892,iql,39.0,25.0,504107,-1
8893,iql,50.0,24.24871130596428,504307,-1
8894,iql,50.0,24.24871130596428,504507,-1
8895,iql,61.0,4.242640687119285,504690,-1
8896,iql,60.0,5.656854249492381,504870,-1
8897,iql,18.0,0.0,504888,-1
8898,iql,50.0,24.24871130596428,505088,-1
8899,iql,59.0,5.0,505206,-1
8900,iql,50.0,24.24871130596428,505406,-1
8901,iql,50.0,24.24871130596428,505606,-1
8902,iql,38.0,0.0,505644,-1
8903,iql,32.0,0.0,505676,-1
8904,iql,50.0,24.24871130596428,505876,-1
8905,iql,50.0,24.24871130596428,506076,-1
8906,iql,49.25,25.54774941164094,506273,-1
8907,iql,50.0,24.24871130596428,506473,-1
8908,iql,50.0,24.24871130596428,506673,-1
8909,iql,50.0,24.24871130596428,506873,-1
8910,iql,50.0,24.24871130596428,507073,-1
8911,iql,50.0,24.24871130596428,507273,-1
8912,iql,32.5,31.5,507338,-1
8913,iql,46.5,17.5,507431,-1
8914,iql,50.0,24.24871130596428,507631,-1
8915,iql,63.333333333333336,0.9428090415820634,507821,-1
8916,iql,40.0,0.0,507861,-1
8917,iql,50.0,24.24871130596428,508061,-1
8918,iql,45.0,0.0,508106,-1
8919,iql,50.0,24.24871130596428,508306,-1
8920,iql,50.0,24.24871130596428,508506,-1
8921,iql,57.333333333333336,9.428090415820632,508678,-1
8922,iql,63.0,1.4142135623730951,508867,-1
8923,iql,57.5,6.5,508982,-1
8924,iql,50.0,24.24871130596428,509182,-1
8925,iql,50.0,24.24871130596428,509382,-1
8926,iql,49.25,25.54774941164094,509579,-1
8927,iql,43.0,21.0,509665,-1
8928,iql,31.0,0.0,509696,-1
8929,iql,50.0,24.24871130596428,509896,-1
8930,iql,50.0,19.79898987322333,510046,-1
8931,iql,50.0,24.24871130596428,510246,-1
8932,iql,54.0,14.142135623730951,510408,-1
8933,iql,46.333333333333336,24.984439601924677,510547,-1
8934,iql,60.666666666666664,4.714045207910317,510729,-1
8935,iql,45.333333333333336,26.398653164297777,510865,-1
8936,iql,61.5,2.5,510988,-1
8937,iql,50.0,24.24871130596428,511188,-1
8938,iql,50.0,24.24871130596428,511388,-1
8939,iql,53.0,0.0,511441,-1
8940,iql,52.0,16.97056274847714,511597,-1
8941,iql,44.333333333333336,27.81286672667087,511730,-1
8942,iql,50.0,24.24871130596428,511930,-1
8943,iql,62.0,2.8284271247461903,512116,-1
8944,iql,50.0,24.24871130596428,512316,-1
8945,iql,50.0,24.24871130596428,512516,-1
8946,iql,62.333333333333336,2.357022603955158,512703,-1
8947,iql,50.0,24.24871130596428,512903,-1
8948,iql,50.0,24.24871130596428,513103,-1
8949,iql,64.0,0.0,513167,-1
8950,iql,50.0,24.24871130596428,513367,-1
8951,iql,50.0,24.24871130596428,513567,-1
8952,iql,47.0,0.0,513614,-1
8953,iql,50.0,24.24871130596428,513814,-1
8954,iql,50.0,24.24871130596428,514014,-1
8955,iql,44.0,28.284271247461902,514146,-1
8956,iql,56.666666666666664,10.370899457402697,514316,-1
8957,iql,60.5,3.5,514437,-1
8958,iql,50.0,24.24871130596428,514637,-1
8959,iql,50.0,24.24871130596428,514837,-1
8960,iql,57.333333333333336,9.428090415820632,515009,-1
8961,iql,50.0,24.24871130596428,515209,-1
8962,iql,23.0,0.0,515232,-1
8963,iql,50.0,24.24871130596428,515432,-1
8964,iql,50.0,24.24871130596428,515632,-1
8965,iql,50.0,24.24871130596428,515832,-1
8966,iql,51.333333333333336,17.913371790059205,515986,-1
8967,iql,46.0,18.0,516078,-1
8968,iql,57.0,7.0,516192,-1
8969,iql,50.0,24.24871130596428,516392,-1
8970,iql,50.0,24.24871130596428,516592,-1
8971,iql,50.0,24.24871130596428,516792,-1
8972,iql,48.75,26.413774815425377,516987,-1
8973,iql,54.333333333333336,13.67073110293992,517150,-1
8974,iql,30.0,0.0,517180,-1
8975,iql,32.5,31.5,517245,-1
8976,iql,50.0,24.24871130596428,517445,-1
8977,iql,50.0,24.24871130596428,517645,-1
8978,iql,50.0,24.24871130596428,517845,-1
8979,iql,48.75,26.413774815425377,518040,-1
8980,iql,50.0,24.24871130596428,518240,-1
8981,iql,53.0,11.0,518346,-1
8982,iql,60.5,3.5,518467,-1
8983,iql,50.0,24.24871130596428,518667,-1
8984,iql,42.0,22.0,518751,-1
8985,iql,60.333333333333336,5.185449728701348,518932,-1
8986,iql,50.0,24.24871130596428,519132,-1
8987,iql,50.0,24.24871130596428,519332,-1
8988,iql,50.0,24.24871130596428,519532,-1
8989,iql,50.0,24.24871130596428,519732,-1
8990,iql,53.0,11.0,519838,-1
8991,iql,50.0,24.24871130596428,520038,-1
8992,iql,33.5,30.5,520105,-1
8993,iql,50.0,24.24871130596428,520305,-1
8994,iql,49.5,25.11473670974872,520503,-1
8995,iql,50.0,24.24871130596428,520703,-1
8996,iql,43.0,29.698484809834994,520832,-1
8997,iql,50.0,24.24871130596428,521032,-1
8998,iql,60.0,4.0,521152,-1
8999,iql,50.0,24.24871130596428,521352,-1
9000,iql,50.0,24.24871130596428,521552,-1
9001,iql,50.0,24.24871130596428,521752,-1
9002,iql,62.5,1.5,521877,-1
9003,iql,50.0,24.24871130596428,522077,-1
9004,iql,50.0,24.24871130596428,522277,-1
9005,iql,48.75,26.413774815425377,522472,-1
9006,iql,53.333333333333336,15.084944665313014,522632,-1
9007,iql,57.666666666666664,8.9566858950296,522805,-1
9008,iql,50.0,24.24871130596428,523005,-1
9009,iql,50.0,24.24871130596428,523205,-1
9010,iql,50.0,24.24871130596428,523405,-1
9011,iql,50.0,24.24871130596428,523605,-1
9012,iql,59.666666666666664,6.128258770283412,523784,-1
9013,iql,64.0,0.0,523976,-1
9014,iql,50.0,24.24871130596428,524176,-1
9015,iql,50.0,24.24871130596428,524376,-1
9016,iql,50.0,24.24871130596428,524576,-1
9017,iql,64.0,0.0,524768,-1
9018,iql,50.0,24.24871130596428,524968,-1
9019,iql,50.0,24.24871130596428,525168,-1
9020,iql,42.0,0.0,525210,-1
9021,iql,22.0,0.0,525232,-1
9022,iql,50.0,24.24871130596428,525432,-1
9023,iql,62.333333333333336,2.357022603955158,525619,-1
9024,iql,58.333333333333336,8.013876853447538,525794,-1
9025,iql,50.0,24.24871130596428,525994,-1
9026,iql,50.0,24.24871130596428,526194,-1
9027,iql,50.0,24.24871130596428,526394,-1
9028,iql,50.0,24.24871130596428,526594,-1
9029,iql,62.333333333333336,2.357022603955158,526781,-1
9030,iql,50.0,24.24871130596428,526981,-1
9031,iql,50.0,24.24871130596428,527181,-1
9032,iql,52.0,16.97056274847714,527337,-1
9033,iql,45.0,0.0,527382,-1
9034,iql,50.0,24.24871130596428,527582,-1
9035,iql,58.0,6.0,527698,-1
9036,iql,50.0,24.24871130596428,527898,-1
9037,iql,50.0,24.24871130596428,528098,-1
9038,iql,50.0,24.24871130596428,528298,-1
9039,iql,35.5,28.5,528369,-1
9040,iql,12.0,0.0,528381,-1
9041,iql,17.0,0.0,528398,-1
9042,iql,57.333333333333336,9.428090415820632,528570,-1
9043,iql,51.333333333333336,17.913371790059205,528724,-1
9044,iql,54.0,0.0,528778,-1
9045,iql,50.0,24.24871130596428,528978,-1
9046,iql,54.0,14.142135623730951,529140,-1
9047,iql,56.5,7.5,529253,-1
9048,iql,50.0,24.24871130596428,529453,-1
9049,iql,50.0,24.24871130596428,529653,-1
9050,iql,50.0,24.24871130596428,529853,-1
9051,iql,50.0,24.24871130596428,530053,-1
9052,iql,50.0,24.24871130596428,530253,-1
9053,iql,50.0,24.24871130596428,530453,-1
9054,iql,37.5,26.5,530528,-1
9055,iql,63.333333333333336,0.9428090415820634,530718,-1
9056,iql,43.333333333333336,29.227080289043965,530848,-1
9057,iql,50.0,24.24871130596428,531048,-1
9058,iql,59.0,7.0710678118654755,531225,-1
9059,iql,50.0,24.24871130596428,531425,-1
9060,iql,50.0,24.24871130596428,531625,-1
9061,iql,50.0,24.24871130596428,531825,-1
9062,iql,50.0,24.24871130596428,532025,-1
9063,iql,50.0,24.24871130596428,532225,-1
9064,iql,50.0,24.24871130596428,532425,-1
9065,iql,27.0,0.0,532452,-1
9066,iql,50.0,24.24871130596428,532652,-1
9067,iql,50.0,24.24871130596428,532852,-1
9068,iql,63.666666666666664,0.4714045207910317,533043,-1
9069,iql,57.333333333333336,9.428090415820632,533215,-1
9070,iql,54.5,9.5,533324,-1
9071,iql,50.0,24.24871130596428,533524,-1
9072,iql,50.0,24.24871130596428,533724,-1
9073,iql,50.0,24.24871130596428,533924,-1
9074,iql,45.0,26.870057685088806,534059,-1
9075,iql,50.0,24.24871130596428,534259,-1
9076,iql,50.0,24.24871130596428,534459,-1
9077,iql,48.5,26.846787517317598,534653,-1
9078,iql,57.5,6.5,534768,-1
9079,iql,50.0,24.24871130596428,534968,-1
9080,iql,50.0,24.24871130596428,535168,-1
9081,iql,50.0,24.24871130596428,535368,-1
9082,iql,35.0,0.0,535403,-1
9083,iql,53.333333333333336,15.084944665313014,535563,-1
9084,iql,50.0,24.24871130596428,535763,-1
9085,iql,50.0,24.24871130596428,535963,-1
9086,iql,43.666666666666664,28.75567576825293,536094,-1
9087,iql,50.0,24.24871130596428,536294,-1
9088,iql,58.0,8.48528137423857,536468,-1
9089,iql,62.333333333333336,2.357022603955158,536655,-1
9090,iql,50.0,24.24871130596428,536855,-1
9091,iql,48.0,16.0,536951,-1
9092,iql,48.5,26.846787517317598,537145,-1
9093,iql,33.0,0.0,537178,-1
9094,iql,50.0,24.24871130596428,537378,-1
9095,iql,61.333333333333336,3.7712361663282534,537562,-1
9096,iql,52.0,12.0,537666,-1
9097,iql,57.333333333333336,9.428090415820632,537838,-1
9098,iql,55.666666666666664,11.785113019775793,538005,-1
9099,iql,50.0,24.24871130596428,538205,-1
9100,iql,50.0,24.24871130596428,538405,-1
9101,iql,50.0,24.24871130596428,538605,-1
9102,iql,50.0,24.24871130596428,538805,-1
9103,iql,50.0,24.24871130596428,539005,-1
9104,iql,50.0,24.24871130596428,539205,-1
9105,iql,50.0,24.24871130596428,539405,-1
9106,iql,50.0,24.24871130596428,539605,-1
9107,iql,57.0,0.0,539662,-1
9108,iql,50.0,24.24871130596428,539862,-1
9109,iql,50.0,24.24871130596428,540062,-1
9110,iql,61.333333333333336,3.7712361663282534,540246,-1
9111,iql,28.0,0.0,540274,-1
9112,iql,50.0,24.24871130596428,540474,-1
9113,iql,50.0,24.24871130596428,540674,-1
9114,iql,50.0,0.0,540724,-1
9115,iql,50.0,24.24871130596428,540924,-1
9116,iql,50.0,24.24871130596428,541124,-1
9117,iql,50.0,24.24871130596428,541324,-1
9118,iql,50.0,24.24871130596428,541524,-1
9119,iql,50.0,24.24871130596428,541724,-1
9120,iql,43.0,0.0,541767,-1
9121,iql,45.0,19.0,541857,-1
9122,iql,50.0,24.24871130596428,542057,-1
9123,iql,50.0,24.24871130596428,542257,-1
9124,iql,50.0,24.24871130596428,542457,-1
9125,iql,50.0,24.24871130596428,542657,-1
9126,iql,50.0,24.24871130596428,542857,-1
9127,iql,50.0,24.24871130596428,543057,-1
9128,iql,50.0,24.24871130596428,543257,-1
9129,iql,50.0,24.24871130596428,543457,-1
9130,iql,50.0,24.24871130596428,543657,-1
9131,iql,50.0,24.24871130596428,543857,-1
9132,iql,49.5,25.11473670974872,544055,-1
9133,iql,50.0,24.24871130596428,544255,-1
9134,iql,50.0,24.24871130596428,544455,-1
9135,iql,58.5,5.5,544572,-1
9136,iql,58.0,0.0,544630,-1
9137,iql,50.0,24.24871130596428,544830,-1
9138,iql,61.0,0.0,544891,-1
9139,iql,50.0,24.24871130596428,545091,-1
9140,iql,50.0,24.24871130596428,545291,-1
9141,iql,14.0,0.0,545305,-1
9142,iql,50.0,24.24871130596428,545505,-1
9143,iql,50.0,24.24871130596428,545705,-1
9144,iql,61.0,3.0,545827,-1
9145,iql,50.0,24.24871130596428,546027,-1
9146,iql,50.0,24.24871130596428,546227,-1
9147,iql,50.0,24.24871130596428,546427,-1
9148,iql,50.0,24.24871130596428,546627,-1
9149,iql,50.0,24.24871130596428,546827,-1
9150,iql,50.0,24.24871130596428,547027,-1
9151,iql,38.0,26.0,547103,-1
9152,iql,64.0,0.0,547231,-1
9153,iql,50.0,24.24871130596428,547431,-1
9154,iql,50.0,24.24871130596428,547631,-1
9155,iql,35.0,29.0,547701,-1
9156,iql,50.0,24.24871130596428,547901,-1
9157,iql,50.0,24.24871130596428,548101,-1
9158,iql,50.0,24.24871130596428,548301,-1
9159,iql,50.0,24.24871130596428,548501,-1
9160,iql,61.333333333333336,3.7712361663282534,548685,-1
9161,iql,48.5,15.5,548782,-1
9162,iql,50.0,24.24871130596428,548982,-1
9163,iql,60.666666666666664,4.714045207910317,549164,-1
9164,iql,50.0,24.24871130596428,549364,-1
9165,iql,50.0,24.24871130596428,549564,-1
9166,iql,50.0,24.24871130596428,549764,-1
9167,iql,50.0,24.24871130596428,549964,-1
9168,iql,53.0,11.0,550070,-1
9169,iql,50.0,24.24871130596428,550270,-1
9170,iql,54.0,14.142135623730951,550432,-1
9171,iql,50.0,24.24871130596428,550632,-1
9172,iql,44.666666666666664,27.341462205879836,550766,-1
9173,iql,50.0,24.24871130596428,550966,-1
9174,iql,56.5,7.5,551079,-1
9175,iql,58.0,6.0,551195,-1
9176,iql,50.0,24.24871130596428,551395,-1
9177,iql,50.0,24.24871130596428,551595,-1
9178,iql,50.0,24.24871130596428,551795,-1
9179,iql,50.0,24.24871130596428,551995,-1
9180,iql,50.0,24.24871130596428,552195,-1
9181,iql,50.0,24.24871130596428,552395,-1
9182,iql,50.0,24.24871130596428,552595,-1
9183,iql,50.0,24.24871130596428,552795,-1
9184,iql,50.0,24.24871130596428,552995,-1
9185,iql,62.0,2.8284271247461903,553181,-1
9186,iql,57.0,0.0,553238,-1
9187,iql,50.0,24.24871130596428,553438,-1
9188,iql,50.0,24.24871130596428,553638,-1
9189,iql,50.0,24.24871130596428,553838,-1
9190,iql,50.0,24.24871130596428,554038,-1
9191,iql,50.0,24.24871130596428,554238,-1
9192,iql,59.5,4.5,554357,-1
9193,iql,50.0,24.24871130596428,554557,-1
9194,iql,50.0,24.24871130596428,554757,-1
9195,iql,60.5,3.5,554878,-1
9196,iql,50.0,24.24871130596428,555078,-1
9197,iql,55.0,9.0,555188,-1
9198,iql,63.666666666666664,0.4714045207910317,555379,-1
9199,iql,34.0,0.0,555413,-1
9200,iql,50.0,24.24871130596428,555613,-1
9201,iql,49.5,25.11473670974872,555811,-1
9202,iql,46.333333333333336,24.984439601924677,555950,-1
9203,iql,49.666666666666664,20.27039439401436,556099,-1
9204,iql,50.0,24.24871130596428,556299,-1
9205,iql,56.5,7.5,556412,-1
9206,iql,49.0,21.213203435596427,556559,-1
9207,iql,50.0,24.24871130596428,556759,-1
9208,iql,50.0,24.24871130596428,556959,-1
9209,iql,50.0,24.24871130596428,557159,-1
9210,iql,14.0,0.0,557173,-1
9211,iql,32.0,0.0,557205,-1
9212,iql,50.0,24.24871130596428,557405,-1
9213,iql,54.666666666666664,13.199326582148887,557569,-1
9214,iql,42.0,22.0,557653,-1
9215,iql,38.5,25.5,557730,-1
9216,iql,52.5,11.5,557835,-1
9217,iql,50.0,24.24871130596428,558035,-1
9218,iql,54.666666666666664,13.199326582148887,558199,-1
9219,iql,50.333333333333336,19.327585352432298,558350,-1
9220,iql,61.5,2.5,558473,-1
9221,iql,50.0,24.24871130596428,558673,-1
9222,iql,50.0,24.24871130596428,558873,-1
9223,iql,28.0,0.0,558901,-1
9224,iql,45.666666666666664,25.927248643506744,559038,-1
9225,iql,50.0,24.24871130596428,559238,-1
9226,iql,50.0,24.24871130596428,559438,-1
9227,iql,50.0,24.24871130596428,559638,-1
9228,iql,50.0,24.24871130596428,559838,-1
9229,iql,50.0,24.24871130596428,560038,-1
9230,iql,50.0,24.24871130596428,560238,-1
9231,iql,43.0,0.0,560281,-1
9232,iql,50.0,24.24871130596428,560481,-1
9233,iql,50.0,24.24871130596428,560681,-1
9234,iql,50.0,24.24871130596428,560881,-1
9235,iql,50.0,24.24871130596428,561081,-1
9236,iql,55.0,12.727922061357855,561246,-1
9237,iql,46.666666666666664,24.513035081133644,561386,-1
9238,iql,50.0,24.24871130596428,561586,-1
9239,iql,59.0,7.0710678118654755,561763,-1
9240,iql,50.0,24.24871130596428,561963,-1
9241,iql,50.0,24.24871130596428,562163,-1
9242,iql,50.0,24.24871130596428,562363,-1
9243,iql,50.0,24.24871130596428,562563,-1
9244,iql,45.666666666666664,25.927248643506744,562700,-1
9245,iql,50.0,24.24871130596428,562900,-1
9246,iql,50.0,24.24871130596428,563100,-1
9247,iql,50.0,24.24871130596428,563300,-1
9248,iql,50.0,24.24871130596428,563500,-1
9249,iql,50.0,24.24871130596428,563700,-1
9250,iql,49.75,24.681724007856502,563899,-1
9251,iql,55.0,12.727922061357855,564064,-1
9252,iql,50.0,19.79898987322333,564214,-1
9253,iql,50.0,24.24871130596428,564414,-1
9254,iql,50.0,24.24871130596428,564614,-1
9255,iql,60.5,3.5,564735,-1
